Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Duplicate count
"Hoogerland huilde uit bij zijn Dama Bianca. Ze zoende hem lang in zijn nek, een van de weinige plekjes waar de renner nog geen litteken heeft","Hoogerland huilde uit bij zijn Dama Bianca. <extra_id_0> in zijn nek, een van de weinige plekjes waar de renner nog geen litteken heeft",['Ze zoende hem lang'],4,6
"son, 1984, Zweden). Voor kinderen vanaf een jaar of negen, maar ook voor volwassenen, is deze verfilming van Astrid Lindgrens boek een verrukkelijk sprookje met betoverde wouden","son, 1984, Zweden). Voor kinderen vanaf een jaar of negen, maar ook <extra_id_0> verfilming van Astrid Lindgrens boek een verrukkelijk sprookje met betoverde wouden","['voor volwassenen, is deze']",4,6
1. d2-d4 Pg8-f6 2. c2-c4 e7-e6 3. Pg1-f3 b7-b6 4. g2-g3 Lc8-a6 5. b2-b3 Lf8-b4+ 6. Lc1-d2 Lb4-e7 7. Lf1-g2 c7-c6 8. Ld2-c3 d7-d5 9. Pf3-e5 Pf6-d7 10. Pe5xd7 Pb8xd7 11. Pb1-d2 0-0 12. 0-0,1. d2-d4 Pg8-f6 <extra_id_0> Pg1-f3 b7-b6 4. g2-g3 Lc8-a6 5. b2-b3 Lf8-b4+ 6. Lc1-d2 Lb4-e7 7. Lf1-g2 c7-c6 8. Ld2-c3 d7-d5 9. Pf3-e5 Pf6-d7 10. Pe5xd7 Pb8xd7 11. Pb1-d2 0-0 12. 0-0,['2. c2-c4 e7-e6 3.'],5,6
Jong in Groningen- Kunst uit de periode 1945-1975 De keuze van Henk van Os t/m 29 nov (050-3666555),Jong in Groningen- Kunst uit de periode 1945-1975 De keuze van Henk van Os t/m <extra_id_0>,['29 nov (050-3666555)'],3,6
"Tweede film over Babe, de buitengewone big, ruilt de zonnige charme van de eerste film in voor uitzinniger en platter vermaak. De art direction is adembenemend. Babe komt terecht in een stad waar zowel de Eiffeltoren als het Hollywoodsign als het Vrijheidsbeeld de skyline bepalen. Babe maakt onder de dieren in de stad veel vrienden en vijanden die later vrienden worden, onder wie de goudvis van een orang-oetan en een gemene pitbull die met zijn kop onder water in een Venetiaans kanaal hangt. In","Tweede film over Babe, de buitengewone big, ruilt de <extra_id_0> de eerste film in voor uitzinniger en platter vermaak. De art direction is adembenemend. Babe komt terecht in een stad waar <extra_id_1> het Hollywoodsign <extra_id_2> de skyline bepalen. Babe maakt onder de dieren in de stad veel vrienden en vijanden die later vrienden worden, onder wie de goudvis van een orang-oetan en een <extra_id_3> met zijn kop onder water in een Venetiaans kanaal hangt. In","['zonnige charme van', 'zowel de Eiffeltoren als', 'als het Vrijheidsbeeld', 'gemene pitbull die']",13,6
"laat zien hoe drie daklozen overleven in Amsterdam tijdens de zomer van 1997, toen de Eurotop de stad zowel gezelliger als onverdraagzamer maakte. Regisseur","laat zien hoe drie daklozen overleven <extra_id_0> zomer van 1997, toen de Eurotop de stad zowel gezelliger als onverdraagzamer maakte. Regisseur",['in Amsterdam tijdens de'],4,6
een soort vriendschap ontwikkelt met alleenstaande moeder Helen Hunt (eveneens een Oscar) en de homoseksuele kunstschilder Greg Kinnear,een soort vriendschap ontwikkelt met alleenstaande moeder Helen Hunt (eveneens een Oscar) en <extra_id_0> Greg Kinnear,['de homoseksuele kunstschilder'],3,6
"u. Dragonfly (Tom Shadyac, 2002, VS). Ernstig, bovennatuurlijk psychologisch drama. Rouwende arts Kevin Costner wil zo graag zijn verongelukte vrouw Susan","u. Dragonfly (Tom Shadyac, <extra_id_0> bovennatuurlijk psychologisch drama. Rouwende arts Kevin Costner wil zo graag zijn verongelukte vrouw Susan","['2002, VS). Ernstig,']",3,6
". Zowat het hele vloeroppervlak van de voormalige fabriekshal van De Pont wordt in beslag genomen door de beelden, die in lange rijen staan opgesteld",". Zowat het hele <extra_id_0> fabriekshal van De Pont wordt in beslag genomen door de beelden, die in lange rijen staan opgesteld",['vloeroppervlak van de voormalige'],4,6
"in de vrije ontplooiing van de gaven die in de individuele mens verborgen liggen, het hoogst bereikbare ideaal","in de vrije ontplooiing van de gaven die <extra_id_0> mens verborgen liggen, het hoogst bereikbare ideaal",['in de individuele'],3,6
"De vrijheidsgedachte die wij voorstaan, verdraagt zich niet met geloof in enig dogma, aanvaardt niet bij voorbaat enig gezag.","De <extra_id_0> voorstaan, verdraagt zich niet met geloof in enig dogma, aanvaardt niet bij voorbaat enig gezag.",['vrijheidsgedachte die wij'],3,6
"Stakeout (John Badham, 1987, VS). Gewiekste kruising tussen thriller en komedie. Richard Dreyfuss speelt mooi-verward een rechercheur die samen met Emilio Estevez dag en nacht een gangsterliefje moet bespioneren. Hij wordt verliefd en zoekt incognito toenadering.","Stakeout (John Badham, 1987, VS). Gewiekste kruising tussen thriller en komedie. Richard Dreyfuss speelt mooi-verward een <extra_id_0> Emilio Estevez dag en nacht een gangsterliefje moet bespioneren. Hij wordt verliefd en zoekt incognito toenadering.",['rechercheur die samen met'],5,6
1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 g7-g6 6. Lc1-e3 Lf8-g7 7. f2-f3,1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. <extra_id_0> Pf3xd4 Pg8-f6 5. Pb1-c3 g7-g6 6. Lc1-e3 Lf8-g7 7. f2-f3,['d2-d4 c5xd4 4.'],3,6
"worden. Na een perfecte goudroof in Veneti belazert Edward Norton zijn medeboeven, onder wie Mark Wahlberg en Donald Sutherland.","worden. Na een perfecte goudroof in Veneti belazert Edward Norton zijn medeboeven, onder wie Mark Wahlberg <extra_id_0>",['en Donald Sutherland.'],3,6
zich bij het uitgeven van het geld van de ondernemingsraad heeft schuldig gemaakt aan strafbare feiten,zich bij het uitgeven van het geld van de ondernemingsraad heeft <extra_id_0> aan strafbare feiten,['schuldig gemaakt'],2,6
"u. Hollow Man (Paul Verhoeven, 2000, VS/Duitsland). Geavanceerde speciale effecten kenmerken kille griezelfilm van Verhoeven. Kevin Bacon als geleerde die even onzichtbaar als kwaadaardig wordt.","u. Hollow Man (Paul Verhoeven, 2000, VS/Duitsland). Geavanceerde speciale effecten kenmerken kille griezelfilm van Verhoeven. Kevin <extra_id_0> even onzichtbaar als kwaadaardig wordt.",['Bacon als geleerde die'],4,6
"dat viel de afgelopen maanden dus danig tegen, vooral met dank aan de teruglopende advertentieopbrengsten. Toch waren er net genoeg om","dat viel de afgelopen maanden dus danig tegen, <extra_id_0> aan de teruglopende advertentieopbrengsten. Toch waren er net genoeg om",['vooral met dank'],3,6
Dardenne schetst een realistisch beeld van gesjacher met illegale buitenlanders in de verkommerde fabrieksstad Seraing. Vijftienjarige leerling-automonteur komt tegenover zijn vader te staan in dilemma over de morele grenzen van de uitbuiting. Authentieke quasi-documentaire cinema van hoog niveau.,Dardenne <extra_id_0> beeld van gesjacher met illegale buitenlanders in de verkommerde fabrieksstad Seraing. Vijftienjarige leerling-automonteur komt tegenover zijn vader <extra_id_1> dilemma over de morele grenzen van de uitbuiting. Authentieke quasi-documentaire cinema van hoog niveau.,"['schetst een realistisch', 'te staan in']",6,6
"Verstuur de foto in jpg-formaat. Vergeet niet je naam, woonplaats en beschrijving mee te sturen. Afgebeelde perso","Verstuur de <extra_id_0> Vergeet niet je naam, woonplaats en beschrijving mee te sturen. Afgebeelde perso",['foto in jpg-formaat.'],3,6
. Hij bestrijdt Mr. Freeze (Arnold Schwarzenegger) en de ecologische verleidster Poison Ivy (Uma Thurman) en wordt,. Hij bestrijdt Mr. Freeze (Arnold Schwarzenegger) en de ecologische verleidster Poison Ivy (Uma <extra_id_0>,['Thurman) en wordt'],3,6
"What Women Want (Nancy Meyers, 2000, VS). Nadat een haardroger in zijn badkuip is gevallen, kan reclameman Mel Gibson hren wat vrouwen denken. Mild","What Women Want (Nancy Meyers, 2000, VS). Nadat een <extra_id_0> is gevallen, kan reclameman Mel Gibson hren wat vrouwen denken. Mild",['haardroger in zijn badkuip'],4,6
". Beeldend en muzikaal vermaak over God, goesting en gekkigheid door het Vlaamse kleinkunstduo Kommil Foo.","<extra_id_0> en muzikaal vermaak over God, goesting en gekkigheid door het Vlaamse kleinkunstduo Kommil Foo.",['. Beeldend'],2,6
. Uit 1961 stamt dit legendarische animatieverhaal uit de studio's van Walt Disney en nog altijd is het onweerstaanbaar: met Cruella de Vil,. Uit 1961 stamt dit legendarische animatieverhaal uit de studio's van Walt Disney en nog altijd is het <extra_id_0> de Vil,['onweerstaanbaar: met Cruella'],3,6
"r-bont wil, met een ongeruste vader- en moederhond en met negenennegentig jonge hondjes die allemaal een eigen uiterlijk en karakter lijken te hebben.","r-bont wil, met een ongeruste vader- en moederhond en met negenennegentig jonge hondjes die allemaal <extra_id_0> en karakter lijken te hebben.",['een eigen uiterlijk'],3,6
Geassimileerde Maori's in Nieuw-Zeelandse betonwijk horen bij blanke noch eigen cultuur en vertalen ongenoegen in alcoholisme en mishandeling van vrouwen en kinderen. Attractiviteit van gewelddadigheid en tederheid van Lee Tamahori's debuutfilm stemmen ongemakkelijk.,Geassimileerde Maori's in Nieuw-Zeelandse betonwijk horen bij <extra_id_0> en vertalen ongenoegen in alcoholisme en mishandeling van vrouwen en kinderen. Attractiviteit van gewelddadigheid en tederheid van Lee Tamahori's debuutfilm stemmen ongemakkelijk.,['blanke noch eigen cultuur'],5,6
". In zijn tweede film observeert de Taiwanese regisseur Tsai Ming-liang ijzig de eenzaamheid van drie jonge inwoners van Taipei, die elkaar toevallig treffen in een leegstaand appartement. Bijna woordloze, moderne beelden, geluiden en gebaren op zoek naar een bedding of betekenis.",". In zijn <extra_id_0> de Taiwanese regisseur Tsai Ming-liang ijzig <extra_id_1> drie jonge inwoners van Taipei, die elkaar toevallig treffen in een leegstaand appartement. Bijna woordloze, moderne beelden, geluiden en gebaren op zoek naar een bedding of betekenis.","['tweede film observeert', 'de eenzaamheid van']",6,6
"errassend goede romantische komedie die van de gebaande paden durft af te wijken, met verfrissend resultaat. Zo laat de film","errassend goede romantische komedie <extra_id_0> gebaande paden durft af te wijken, met verfrissend resultaat. Zo laat de film",['die van de'],3,6
"In de Nieuwe Kerk is t/m 18 okt de tentoonstelling 'Het wonderbaarlijke alfabet' te zien, waarmee de Koninklijke Bibliotheek haar 200-jarig bestaan viert.","In de Nieuwe <extra_id_0> 18 okt de tentoonstelling 'Het wonderbaarlijke alfabet' te zien, waarmee de Koninklijke Bibliotheek haar 200-jarig bestaan viert.",['Kerk is t/m'],3,6
"Met boekenkasten is een 'stad' gebouwd van 26 bouwwerken, voor elke letter van het alfabet n. Elke letter toont een aspect van de Koninklijke Bibliotheek. De Nieuwe Kerk, Gravenstraat 17, dag","Met boekenkasten is een 'stad' gebouwd <extra_id_0> elke letter van het alfabet n. Elke letter toont een aspect van de Koninklijke Bibliotheek. De Nieuwe Kerk, Gravenstraat 17, dag","['van 26 bouwwerken, voor']",5,6
"Studie: Business administration, Nyenrode (1990-1993); Kunstgeschiedenis, Universiteit Leiden (1993-199","Studie: Business administration, Nyenrode (1990-1993); Kunstgeschiedenis, <extra_id_0> Leiden (1993-199",['Universiteit'],1,6
"The Mexican (George Verbinski, 2001, VS). Formulefilm bracht supersterren Brad Pitt en Julia Roberts voor het eerst","The Mexican (George Verbinski, 2001, VS). Formulefilm bracht supersterren Brad <extra_id_0> Roberts voor het eerst",['Pitt en Julia'],3,6
e president die hoogstpersoonlijk het heft in handen neemt als zijn presidentile Boeing 747 wordt gekaapt door terroristen onder leiding van Gary Oldman. Met Glenn Close,e president die hoogstpersoonlijk het heft in handen neemt als zijn presidentile Boeing 747 wordt gekaapt <extra_id_0> van Gary Oldman. Met Glenn Close,['door terroristen onder leiding'],4,6
". EVERYONE SAYS I LOVE YOU De 26ste film van Woody Allen is een musical over de liefdesperikelen van een rijke, chaotische familie op Manhattan. Op de vleugels van het gezang van ongeschoolde sterren als Julia Roberts, Alan Alda en Allen zelf, komen we in een swingend uitvaartcentrum, een vijfsterren-hotel in Veneti en een gemaskerd kerstbal in Parijs, waar iedereen is verkleed als Groucho Marx. Ook met Goldie Hawn, Lukas Haas, Tim Roth, Drew Barrymore en de rijzende ster Natalie Portman. Am",". EVERYONE SAYS I LOVE YOU De 26ste film van <extra_id_0> een <extra_id_1> liefdesperikelen van een rijke, chaotische familie op Manhattan. <extra_id_2> van het gezang van ongeschoolde sterren als Julia Roberts, Alan Alda en Allen zelf, komen we in een swingend uitvaartcentrum, een vijfsterren-hotel in Veneti en een gemaskerd kerstbal in Parijs, waar iedereen is verkleed als Groucho <extra_id_3> Goldie Hawn, Lukas Haas, Tim Roth, Drew Barrymore en de rijzende ster Natalie Portman. Am","['Woody Allen is', 'musical over de', 'Op de vleugels', 'Marx. Ook met']",12,6
"musical van Annie M.G. Schmidt en Harry Bannink, met Paul de Leeuw, Carice van Houten, Jenny Arean, Sanne Wallis de Vries en vele anderen. Gengageerd en grappig tegelijk","musical van <extra_id_0> Harry Bannink, met Paul de Leeuw, Carice van Houten, Jenny Arean, Sanne Wallis de Vries en vele anderen. Gengageerd en grappig tegelijk",['Annie M.G. Schmidt en'],4,6
een wazig doorslagje van het origineel. Schaapachtig scenario laat onconventionele rechercheur Eddie Murphy speuren naar moordenaar in pretpark. Langdradig familievertier met nogal wat geweld.,een wazig <extra_id_0> Schaapachtig scenario laat onconventionele rechercheur Eddie Murphy speuren naar moordenaar in pretpark. Langdradig familievertier met nogal wat geweld.,['doorslagje van het origineel.'],4,6
tegelijk scherpe en relevante interventies in het publieke debat zijn n complexe literaire verbeeldingen van de geschiedenis van Suriname,<extra_id_0> relevante interventies in het publieke debat zijn n complexe literaire verbeeldingen van de geschiedenis van Suriname,['tegelijk scherpe en'],3,6
"Wilt u reageren? Mail uw reactie naar zbrieven@nrc.nl of schrijf het Zaterdags Bijvoegsel, Postbus 8987, 3009 TH Rotterdam","Wilt u reageren? Mail <extra_id_0> zbrieven@nrc.nl of schrijf het Zaterdags Bijvoegsel, Postbus 8987, 3009 TH Rotterdam",['uw reactie naar'],3,6
"Zoveel boeken, zoveel smaken  met dat uitgangspunt geeft nrc.next deze zomer leestips op maat. Dus",Zoveel <extra_id_0> smaken met dat uitgangspunt geeft nrc.next deze zomer leestips op maat. Dus,"['boeken, zoveel']",2,6
is psychologisch Kammerspiel waarin de kameraadschap tussen Glenn Headly en Demi Moore ertoe leidt dat eerstgenoemde zich kan ontdoen van haar,is psychologisch Kammerspiel waarin de kameraadschap tussen Glenn Headly en Demi Moore ertoe leidt dat eerstgenoemde zich <extra_id_0> haar,['kan ontdoen van'],3,6
"De corruptie in Kenia is hoog, de kloof tussen arm en rijk diep, net als het wantrouwen tussen verschillende stammen.","De <extra_id_0> is hoog, de kloof tussen arm en rijk diep, net als het wantrouwen tussen verschillende stammen.",['corruptie in Kenia'],3,6
. Geluidsman John Travolta registreert per toeval de ware toedracht van het dodelijke ongeluk van een presidentskandidaat.,. Geluidsman John Travolta registreert per toeval de ware toedracht van het dodelijke ongeluk <extra_id_0>,['van een presidentskandidaat.'],3,6
"Er vliegt een vogeltje in uw richting, Kostbare tijd ging verloren en Een vlucht als alle andere. En lees hier de gehele special over MH17",Er vliegt een <extra_id_0> Kostbare tijd ging verloren en Een vlucht als alle andere. En lees hier de gehele special over MH17,"['vogeltje in uw richting,']",4,6
en. Film bestaat goeddeels uit een parallelmontage van beider afzonderlijke avonturen: hij is een gangster tegen wil en dank en zij is zijn gegijzelde ex-verloofde.,en. Film bestaat goeddeels uit een parallelmontage van beider afzonderlijke avonturen: hij <extra_id_0> wil en dank en zij is zijn gegijzelde ex-verloofde.,['is een gangster tegen'],4,6
van Norman Jewisons thriller uit 1968. Steve McQueen en Faye Dunaway moesten wijken voor Pierce Brosnan en Rene Russo als respectievelijk kunstdief en verzekeringsagente die iets van hem wil.,van Norman Jewisons thriller uit 1968. Steve McQueen en Faye Dunaway moesten wijken voor Pierce Brosnan en Rene <extra_id_0> en verzekeringsagente die iets van hem wil.,['Russo als respectievelijk kunstdief'],4,6
