Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Duplicate count
"Tanja Groen (18) is op de avond van haar verdwijning in 1993 mogelijk vermoord en in een al gedolven graf gelegd. Dat zegt Peter R. de Vries, die de familie bijstaat, tegen deze nieuwssite. ,,Het scenario is dat ze op de avond dat ze verdween is vermoord en door de dader in een vers gedolven graf is gelegd, waar de volgende dag een kist in is gegaan met een overledene en het graf is dichtgegooid, zei De Vries.","Tanja Groen (18) is op de avond van haar verdwijning in 1993 mogelijk vermoord en in een al gedolven graf gelegd. Dat zegt Peter R. de Vries, die <extra_id_0> tegen deze <extra_id_1> is dat ze op de avond dat ze verdween is vermoord en door de <extra_id_2> vers gedolven graf is gelegd, waar de volgende dag een <extra_id_3> gegaan met een overledene en het graf is dichtgegooid, zei De Vries.","['de familie bijstaat,', 'nieuwssite. ,,Het scenario', 'dader in een', 'kist in is']",12,6
"In de haven van de Libanese hoofdstad Beiroet heeft vanmiddag een grote explosie plaatsgevonden, vlak bij het historische centrum. Hierbij zijn zeker zeventig doden gevallen, meldt het Libanese Rode Kruis. Zeker","In de haven van de Libanese <extra_id_0> een grote explosie plaatsgevonden, vlak bij het historische centrum. Hierbij zijn zeker zeventig doden gevallen, meldt het Libanese Rode Kruis. Zeker",['hoofdstad Beiroet heeft vanmiddag'],5,6
De knapste koppen van Nederland vertellen deze zomer over de ontwikkelingen in hun vakgebied. En wat je er in elk geval van moet weten. Vandaag:,De knapste koppen van Nederland <extra_id_0> de ontwikkelingen in hun vakgebied. En wat je er in elk geval van moet weten. Vandaag:,['vertellen deze zomer over'],4,6
Op de A73 bij de afslag Wijchen is vanmorgen een dode gevallen en zijn meerdere mensen gewond geraakt door een ongeluk met meerdere voertuigen. De snelweg in noordelijke richting tussen Nijmegen-Dukenburg en Wijchen is volgens Rijkswaterstaat tot zeker 16.30 uur afgesloten.,Op de <extra_id_0> afslag Wijchen is vanmorgen een dode gevallen en zijn meerdere mensen gewond geraakt door een ongeluk met meerdere voertuigen. De snelweg in noordelijke <extra_id_1> en Wijchen is volgens Rijkswaterstaat tot zeker 16.30 uur afgesloten.,"['A73 bij de', 'richting tussen Nijmegen-Dukenburg']",6,6
Een docente van ISW Hoogeland in Naaldwijk is gisteren slachtoffer geworden van huiselijk geweld terwijl zij via een videoverbinding les gaf aan een klas. Dat heeft de school per brief aan ouders en verzorgers van leerlingen laten weten.,<extra_id_0> ISW Hoogeland in Naaldwijk is gisteren slachtoffer geworden van huiselijk geweld terwijl <extra_id_1> videoverbinding les gaf aan een klas. Dat heeft de school per brief aan ouders en verzorgers van leerlingen laten weten.,"['Een docente van', 'zij via een']",6,6
"De zware jongens halen de voorpaginas, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak. 2",De zware jongens <extra_id_0> de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak. 2,"['halen de voorpaginas,']",3,6
twee jaar Stadsdichter van Hengelo. Deze krant geeft haar stadsgedichten mt tekening van haar hand een podium op deze plek.,twee jaar Stadsdichter van Hengelo. Deze <extra_id_0> stadsgedichten mt tekening van haar hand een podium op deze plek.,['krant geeft haar'],3,6
"Strandliefhebbers konden eindelijk zonder koelbox genieten van de zon in Hoek van Holland. Daar opende vandaag een terras van ruim drie voetbalvelden groot. Extreme drukte bleef uit. ,,Ik kijk al twee maanden uit naar dit moment.","Strandliefhebbers konden eindelijk zonder koelbox genieten van de zon in Hoek van <extra_id_0> een terras van ruim drie voetbalvelden groot. Extreme drukte bleef uit. ,,Ik kijk al twee maanden uit naar dit moment.",['Holland. Daar opende vandaag'],5,6
Ook elektrische bakfietsen en scootmobiels kennen veiligheidsproblemen. Dat concludeert de Onderzoeksraad voor Veiligheid (OVV),Ook elektrische bakfietsen en scootmobiels kennen veiligheidsproblemen. Dat concludeert de <extra_id_0> Veiligheid (OVV),['Onderzoeksraad voor'],2,6
"maakt de Onderzoeksraad zich zorgen over illegale voertuigen op de weg, zoals elektrisch aangedreven steps en skateboards.","<extra_id_0> zich zorgen over illegale voertuigen op de weg, zoals elektrisch aangedreven steps en skateboards.",['maakt de Onderzoeksraad'],3,6
"Bedrijven moeten zich echt goed voorbereiden op de komende brexit, ongeacht of er wel of geen deal gesloten wordt","Bedrijven moeten zich echt goed <extra_id_0> komende brexit, ongeacht of er wel of geen deal gesloten wordt",['voorbereiden op de'],3,6
Voorzitter Sebastiaan Wolswinkel van de Partij voor de Dieren is door het bestuur uit de partij gezet. Het rommelde al langer tussen het partijbestuur en de 25-jarige voorzitter. Hij wilde meer transparantie en interne discussie in de partij.,Voorzitter Sebastiaan Wolswinkel van de Partij voor de Dieren is <extra_id_0> uit de partij gezet. Het rommelde al langer <extra_id_1> en de 25-jarige voorzitter. Hij wilde meer transparantie en interne discussie in de partij.,"['door het bestuur', 'tussen het partijbestuur']",6,6
land gaat reizigers bij aankomst testen op het coronavirus als ze vertrokken zijn vanaf een vliegveld in een risicogebied. D,land gaat reizigers bij aankomst testen op het <extra_id_0> vertrokken zijn vanaf een vliegveld in een risicogebied. D,['coronavirus als ze'],3,6
"wil de reserveringsgegevens van horecagelegenheden, zoals naam en contactgegevens, gebruiken om contacten van een coronapatint","wil de reserveringsgegevens van horecagelegenheden, zoals <extra_id_0> contactgegevens, gebruiken om contacten van een coronapatint",['naam en'],2,6
et maken van de eerste gietmallen voor het kunstwerk d' Ouwe Sok van Roosendaal.  Roosendaal 750 jaar,et maken van de eerste <extra_id_0> kunstwerk d' Ouwe Sok van Roosendaal. Roosendaal 750 jaar,['gietmallen voor het'],3,6
Politieke partijen van links tot rechts reageren verbolgen op het nieuws dat Volkert van der Graaf niet is gemigreerd en daar ook geen enkel plan voor lijkt te hebben. PVV-leider Geert Wilders wil een debat over de kwestie. GroenLinks noemt het moeilijk te verteren en wil opheldering van minister Sander Dekker.,<extra_id_0> tot rechts reageren verbolgen op het nieuws dat Volkert van der Graaf niet is gemigreerd en daar ook geen enkel plan voor lijkt te hebben. PVV-leider Geert Wilders wil een debat over <extra_id_1> het moeilijk te verteren en wil opheldering van minister Sander Dekker.,"['Politieke partijen van links', 'de kwestie. GroenLinks noemt']",8,6
Bij een schietpartij op de Langbroekdreef in Amsterdam Zuidoost is volgens de politie vanavond een,Bij een schietpartij op de Langbroekdreef in Amsterdam Zuidoost is volgens de <extra_id_0> een,['politie vanavond'],2,6
| Saskia Noort | AD.nl column Saskia NoortSaskia Noort schrijft op deze plek wekelijks over nieuws dat haar raakt. De schrijfster,| <extra_id_0> AD.nl column Saskia NoortSaskia Noort schrijft op deze plek wekelijks over nieuws dat haar raakt. De schrijfster,['Saskia Noort |'],3,6
. Verslaggever Tobias den Hartog is de rechtbank aanwezig. Zijn tweets zijn onderaan dit artikel te volgen.,. Verslaggever Tobias den Hartog is de rechtbank aanwezig. <extra_id_0> onderaan dit artikel te volgen.,['Zijn tweets zijn'],3,6
"Inez Weski, tot nu toe advocaat van de voortvluchtige Ridouan Taghi, stopt per direct met zijn verdediging.","Inez Weski, tot nu toe advocaat van de voortvluchtige Ridouan Taghi, stopt per <extra_id_0> verdediging.",['direct met zijn'],3,6
In het onderzoek naar de doodgeslagen Wouter van Luijn (34) op Mallorca is een tweede verdachte gearresteerd. Die zou met een al,In het onderzoek naar de doodgeslagen Wouter van Luijn (34) op Mallorca is een tweede verdachte gearresteerd. Die zou <extra_id_0>,['met een al'],3,6
medeverdachte verantwoordelijk zijn voor de beroving met dodelijke afloop van de Amsterdamse filmeditor.,medeverdachte verantwoordelijk zijn voor de beroving met dodelijke afloop <extra_id_0> Amsterdamse filmeditor.,['van de'],2,6
. Deze zomer nemen de Brabantse kranten een aantal plekken met satellietfotos onder de loep. Deze week,. Deze zomer nemen de Brabantse kranten <extra_id_0> met satellietfotos onder de loep. Deze week,['een aantal plekken'],3,6
De afgelopen week zijn er in Nederland 2588 mensen positief getest op het coronavirus. Dat zijn er 1259 meer dan vorige week. Het is de vierde week op rij dat het aantal besmettingen fors stijgt.,De afgelopen week zijn er in Nederland 2588 mensen positief getest <extra_id_0> zijn er 1259 meer dan vorige week. Het is de vierde week op rij dat het aantal besmettingen fors stijgt.,['op het coronavirus. Dat'],5,6
Een voortvluchtige Schotse crimineel wordt verdacht van betrokkenheid bij de moord op misdaadverslaggever,Een voortvluchtige Schotse crimineel wordt verdacht van <extra_id_0> de moord op misdaadverslaggever,['betrokkenheid bij'],2,6
Wil jij weten wat de kabinetsmaatregelen van deze Prinsjesdag voor jouw portemonnee betekenen? Hieronder kun je dit in n oogopslag zien.,Wil jij weten wat de kabinetsmaatregelen van deze Prinsjesdag voor jouw portemonnee betekenen? Hieronder kun <extra_id_0> n oogopslag zien.,['je dit in'],3,6
"van de Week van de Waterweg. Verslaggever Tjerk van der Ende bespreekt hierin het belangrijkste nieuws uit Schiedam, Vlaardingen, Maassluis en Hoek van Holland.","van de Week van <extra_id_0> van der Ende bespreekt hierin het belangrijkste nieuws uit Schiedam, Vlaardingen, Maassluis en Hoek van Holland.",['de Waterweg. Verslaggever Tjerk'],4,6
Wil jij ook als eerste op de hoogte zijn van breaking news in juw regio? Zet dan je pushnotificatie aan,Wil jij ook als eerste op de hoogte zijn van breaking news in <extra_id_0> dan je pushnotificatie aan,['juw regio? Zet'],3,6
"Met de moord op Justin JapTjong, die betrokken was bij een vergismoord in Utrecht, mocht motorclub Caloh Wagoh zich bij Ridouan Taghi bewijzen. Dat heeft kroongetuige Tony de G. verklaard, zo werd woensdag bekend tijdens een nieuwe inleidende zitting tegen leden van de motorclub.","Met de moord op Justin JapTjong, die betrokken was bij <extra_id_0> mocht motorclub Caloh Wagoh zich bij Ridouan Taghi bewijzen. Dat heeft kroongetuige Tony de G. verklaard, zo werd woensdag bekend tijdens een nieuwe inleidende zitting tegen <extra_id_1> motorclub.","['een vergismoord in Utrecht,', 'leden van de']",7,6
Het Formule 1-seizoen is op 25 maart afgetrapt met de Grand Prix van Australi en eindigt na 21 races op 25 november in Abu Dhabi. Hieronder staan de tussenstanden in de kampioenschappen voor de coureurs en constructeurs. Bijgewerkt tot en met de Grand Prix van,Het <extra_id_0> 25 maart afgetrapt <extra_id_1> Prix van Australi en eindigt na 21 races op 25 november in Abu Dhabi. Hieronder staan de tussenstanden in de kampioenschappen voor de coureurs en constructeurs. Bijgewerkt tot en met de Grand Prix van,"['Formule 1-seizoen is op', 'met de Grand']",7,6
Het kwik schiet deze dagen tot ongekende hoogtes. De regio puft onder de tropische temperaturen en zoekt verkoeling. Volg alles over de extreme hitte in ons hitte-blog.,Het kwik schiet deze dagen tot ongekende hoogtes. De regio puft onder de tropische temperaturen en zoekt verkoeling. Volg alles <extra_id_0> in ons hitte-blog.,['over de extreme hitte'],4,6
Fotograaf Cor de Kock neemt een kijkje bij toeristische trekpleisters in de regio. Deze keer nam hij een kijkje in,Fotograaf Cor de Kock neemt een kijkje bij toeristische trekpleisters in de regio. <extra_id_0> hij een kijkje in,['Deze keer nam'],3,6
"De sportgeschiedenis barst van de bijzondere, spectaculaire en legendarische momenten. Dit jaar belichten we elke dag een historisch sportfragment van dezelfde datum. Op 2","De sportgeschiedenis barst van de bijzondere, spectaculaire en legendarische momenten. Dit jaar belichten we elke dag een historisch sportfragment van dezelfde <extra_id_0>",['datum. Op 2'],4,6
Het kabinet wil de komende tien jaar het aantal ernstig zieke jongeren met een eetstoornis - vooral anorexia - flink terugdringen.,Het kabinet wil de komende <extra_id_0> aantal ernstig zieke jongeren met een eetstoornis - vooral anorexia - flink terugdringen.,['tien jaar het'],3,6
twee speciale kenniscentra voor de aanpak van eetstoornissen en er wordt een werkwijze opgesteld om patinten minder te voeden onder dwang.,twee speciale kenniscentra voor de aanpak van eetstoornissen en er wordt een werkwijze opgesteld <extra_id_0> te voeden onder dwang.,['om patinten minder'],3,6
"in de problemen gekomen voor de kust van Noorwegen. Alle 1300 opvarenden van het cruiseschip worden gevacueerd, meldt de politie","in de problemen gekomen voor de kust van Noorwegen. <extra_id_0> van het cruiseschip worden gevacueerd, meldt de politie",['Alle 1300 opvarenden'],3,6
 Kan PSV stunten in Camp Nou bij rentree in miljardenbal?  Duel in Barcelona onder leiding van Griek Tasos Sidiropoulos  Volg hier straks het andere duel uit Groep B: Inter-Spurs,Kan PSV stunten <extra_id_0> rentree in miljardenbal? Duel in Barcelona onder leiding van Griek Tasos Sidiropoulos Volg hier straks het andere duel uit Groep B: Inter-Spurs,['in Camp Nou bij'],4,6
"Bij een grote brand in de Cremerstraat in Papendrecht zijn zaterdagochtend vier doden gevallen: een man en een vrouw, allebei 32 jaar oud, en twee kinderen: Esther (6) en Mordechai (4). De brand is waarschijnlijk aangestoken door n van de ouders.","Bij <extra_id_0> in de Cremerstraat in Papendrecht zijn zaterdagochtend vier doden gevallen: een man en een vrouw, allebei 32 jaar oud, en twee kinderen: Esther (6) en Mordechai (4). <extra_id_1> waarschijnlijk aangestoken door n van de ouders.","['een grote brand', 'De brand is']",6,6
Nog even en dan breekt een nieuw schooljaar aan. Start jij dit jaar met een studie? Dan stuit je ongetwijfeld op veel nieuwigheden. In de serie,Nog even en dan breekt een nieuw schooljaar <extra_id_0> jaar met een studie? Dan stuit je ongetwijfeld op veel nieuwigheden. In de serie,['aan. Start jij dit'],4,6
"<a href=""https://twitter.com/hashtag/bloedmaan?src=hash&amp;ref_src=twsrc%5Etfw"">#bloedmaan</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/bloedmaan?src=hash&amp;ref_src=twsrc%5Etfw"">#bloedmaan</a> <a href=""https://t",[],1,6
"de tien mijl (16,1 kilometer) tussen Amsterdam en Zaandam aan hun neus voorbijgaan. Een deelnemer moest bij de finish gereanimeerd worden, meldt de organisatie.","de tien mijl <extra_id_0> en Zaandam aan hun neus voorbijgaan. Een deelnemer moest bij de finish gereanimeerd worden, meldt de organisatie.","['(16,1 kilometer) tussen Amsterdam']",4,6
was twee weken geleden voor een bijeenkomst in Boshotel Vlodrop. Dat laat de Veiligheidsregio Limburg-Noord weten aan deze site. Ook zijn vrouw,was twee weken geleden voor een bijeenkomst in Boshotel Vlodrop. Dat laat de <extra_id_0> aan deze site. Ook zijn vrouw,['Veiligheidsregio Limburg-Noord weten'],3,6
 | magazine | AD.nl BV de LiefdeIn de rubriek BV de Liefde vertellen lezers openlijk en anoniem over hun relatie.,| magazine | AD.nl BV de LiefdeIn de rubriek BV de Liefde vertellen <extra_id_0> anoniem over hun relatie.,['lezers openlijk en'],3,6
"Met de Pyreneen achter de rug, is de dag na de rustdag er weer eens een voor de snelle mannen in het peloton. Misschien wel de laatste kans op een massasprint vr Parijs, kan Dylan Groenewegen zijn tweede individuele zege van deze Tour de France boeken? Vanaf de start om 13.30 uur mis je geen moment via dit liveblog! 12:45 LIVE |","Met de Pyreneen achter de rug, is de dag na de rustdag er weer eens een voor de snelle mannen in het peloton. Misschien wel de <extra_id_0> een massasprint vr Parijs, kan Dylan Groenewegen zijn tweede individuele zege van <extra_id_1> France boeken? Vanaf de start om 13.30 uur mis je geen <extra_id_2> liveblog! 12:45 LIVE |","['laatste kans op', 'deze Tour de', 'moment via dit']",9,6
"De man die vanmiddag is doodgeschoten in pizzeria La Piccola Baracca aan het Hugo de Grootplein in Amsterdam-West is Servir Goran Savic (49), eigenaar van het restaurant.","De man die vanmiddag is doodgeschoten in pizzeria La Piccola <extra_id_0> de Grootplein in Amsterdam-West is Servir Goran Savic (49), eigenaar van het restaurant.",['Baracca aan het Hugo'],4,6
voorafgaand aan de herdenkingsdienst voor de overleden oud-premier Ruud Lubbers in de Laurentius en Elisabeth Kathedraal.  ANP,voorafgaand aan <extra_id_0> de overleden oud-premier Ruud Lubbers in de Laurentius en Elisabeth Kathedraal. ANP,['de herdenkingsdienst voor'],3,6
