Unnamed: 0,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
,seq90-0,xl,"Nieuws stroopwafel gaat internationaal Oerhollandse lekkernij: stroepwoffel maakt furore in Amerikaans profbasketbal De oerhollandse stroopwafel doet zijn intrede in de Amerikaanse sportwereld.  In de NBA, de nationale basketbalcompetitie, gebruiken spelers de lekkernij om hun energie op peil te houden  soms tijdens de wedstrijd","Nieuws <extra_id_0> Oerhollandse lekkernij: stroepwoffel maakt furore in Amerikaans profbasketbal De oerhollandse stroopwafel doet zijn intrede in de Amerikaanse sportwereld. In de NBA, <extra_id_1> gebruiken spelers de lekkernij om hun energie op peil te houden soms tijdens de wedstrijd","Nieuws - Oerhollandse lekkernij: stroepwoffel maakt furore in Amerikaans profbasketbal De oerhollandse stroopwafel doet zijn intrede in de Amerikaanse sportwereld. In de NBA, de Amerikaanse basketbalcompetitie, gebruiken spelers de lekkernij om hun energie op peil te houden soms tijdens de wedstrijd","['stroopwafel gaat internationaal', 'de nationale basketbalcompetitie,']","['-', 'de Amerikaanse basketbalcompetitie,']",6,15.0,1,"[1.0, 0.22857142857142856]",0.61,volkskrant
,seq91-0,xl,"'Maria Balshaw nieuwe directeur vier Britse musea Tate' Maria Balshaw wordt volgens Britse kranten de nieuwe directeur van Tate, dat uit vier musea bestaat: Tate Modern en Tate Britain in Londen en twee vestigingen in Liverpool en St Ives.  Balshaw is door de raad van toezicht van het Tate verkozen, maar is nog niet benoemd omdat haar voordracht nog moet worden bekrachtigd door premier Theresa May","'Maria Balshaw nieuwe directeur vier Britse musea Tate' <extra_id_0> volgens Britse kranten de nieuwe directeur van Tate, dat uit vier musea bestaat: Tate Modern en Tate Britain in <extra_id_1> vestigingen in Liverpool en St Ives. Balshaw is door de raad van toezicht van het Tate verkozen, maar is nog niet benoemd omdat haar voordracht nog moet worden bekrachtigd <extra_id_2>","'Maria Balshaw nieuwe directeur vier Britse musea Tate' Maria Balshaw wordt volgens Britse kranten de nieuwe directeur van Tate, dat uit vier musea bestaat: Tate Modern en Tate Britain in Londen en de vestigingen in Liverpool en St Ives. Balshaw is door de raad van toezicht van het Tate verkozen, maar is nog niet benoemd omdat haar voordracht nog moet worden bekrachtigd door de commissie.","['Maria Balshaw wordt', 'Londen en twee', 'door premier Theresa May']","['Maria Balshaw wordt', 'Londen en de', 'commissie.']",10,15.0,1,"[0.0, 0.21428571428571427, 0.8333333333333334]",0.35,volkskrant
,seq92-0,xl,"De nieuwe Stones is een week oud en doet verlangen naar meer.  Meer rauwe grotestadsblues, en als het kan ook nog wat meer Little Walter","De nieuwe Stones is een week oud en doet verlangen naar meer. Meer rauwe grotestadsblues, en <extra_id_0> nog wat meer Little Walter","De nieuwe Stones is een week oud en doet verlangen naar meer. Meer rauwe grotestadsblues, en misschien nog wat meer Little Walter",['als het kan ook'],['misschien'],4,15.0,1,[0.8666666666666667],0.87,volkskrant
,seq93-0,xl,"nieuwsbrief donderdag 27 december Volkskrant Avond: Fietsfabrikant maakt het fietsendief veel te makkelijk | Vliegende superrijken trekken zich weinig aan van klimaatdebat Redactie 27 december 2018, 20:27 Demonstranten in Congo bestormen ebolacentrum tijdens verkiezingsonrust In het oosten van de Democratische Republiek Congo hebben demonstranten donderdag een ebolacentrum aangevallen, waarna patinten op de vlucht sloegen.  In delen van het Afrikaanse land heerst sinds woensdag onvrede over de aankondiging van de regering de verkiezingen in drie ","nieuwsbrief donderdag 27 december Volkskrant Avond: Fietsfabrikant maakt het fietsendief veel te makkelijk | Vliegende superrijken trekken zich weinig aan van klimaatdebat Redactie 27 december 2018, 20:27 Demonstranten in Congo bestormen ebolacentrum tijdens verkiezingsonrust In het oosten van de Democratische Republiek Congo hebben demonstranten donderdag een ebolacentrum aangevallen, waarna patinten op de vlucht sloegen. In <extra_id_0> het Afrikaanse land heerst sinds <extra_id_1> de aankondiging <extra_id_2> de <extra_id_3>","nieuwsbrief donderdag 27 december Volkskrant Avond: Fietsfabrikant maakt het fietsendief veel te makkelijk | Vliegende superrijken trekken zich weinig aan van klimaatdebat Redactie 27 december 2018, 20:27 Demonstranten in Congo bestormen ebolacentrum tijdens verkiezingsonrust In het oosten van de Democratische Republiek Congo hebben demonstranten donderdag een ebolacentrum aangevallen, waarna patinten op de vlucht sloegen. In het oosten van het Afrikaanse land heerst sinds de verkiezingen en de aankondiging van de verkiezingen onrust.","['delen van', 'woensdag onvrede over', 'van de regering', 'verkiezingen in drie']","['het oosten van', 'de verkiezingen en', 'van', 'onrust.']",11,15.0,1,"[0.5, 0.8571428571428571, 0.8, 0.95]",0.78,volkskrant
,seq94-0,xl,De koningin van het Witte Huis Zondag overleed de 94-jarige Nancy Reagan.  Van 1981 tot 1988 was ze de koningin van het Witte Huis,De <extra_id_0> Huis Zondag overleed de 94-jarige Nancy Reagan. Van 1981 tot 1988 was ze de koningin van het Witte Huis,De koningin van het Witte Huis Zondag overleed de 94-jarige Nancy Reagan. Van 1981 tot 1988 was ze de koningin van het Witte Huis,['koningin van het Witte'],['koningin van het Witte'],4,15.0,1,[0.0],0.0,volkskrant
,seq95-0,xl,"Nico Meijering, de advocaat van Bhagwandath P.   ANP Man moet 58,5 miljoen aan crimineel geld terugbetalen aan staat De 42-jarige Bhagwandath P","Nico Meijering, <extra_id_0> Bhagwandath P. ANP Man moet 58,5 miljoen aan crimineel geld terugbetalen aan staat De 42-jarige Bhagwandath P","Nico Meijering, de 42-jarige Bhagwandath P. ANP Man moet 58,5 miljoen aan crimineel geld terugbetalen aan staat De 42-jarige Bhagwandath P",['de advocaat van'],['de 42-jarige'],3,15.0,1,[0.7333333333333333],0.73,volkskrant
,seq96-0,xl,"Er schijnen twee heldere stippen vanaf dwergplaneet Ceres de Melkweg in, en vooralsnog heeft geen enkele wetenschapper ook maar enig idee wat die stippen kunnen zijn.  Lennart Bloemhof 26 februari 2015, 16:03 De foto van Ceres, gemaakt op 19 februari, met op het midden van de dwergplaneet de twee heldere stippen","Er schijnen twee heldere stippen vanaf dwergplaneet Ceres de Melkweg in, en vooralsnog heeft geen enkele wetenschapper ook <extra_id_0> wat die stippen kunnen zijn. Lennart Bloemhof 26 februari 2015, 16:03 De foto van Ceres, gemaakt op 19 februari, met op het midden van <extra_id_1> twee <extra_id_2>","Er schijnen twee heldere stippen vanaf dwergplaneet Ceres de Melkweg in, en vooralsnog heeft geen enkele wetenschapper ook maar enig idee wat die stippen kunnen zijn. Lennart Bloemhof 26 februari 2015, 16:03 De foto van Ceres, gemaakt op 19 februari, met op het midden van de foto de twee heldere stippen.","['maar enig idee', 'de dwergplaneet de', 'heldere stippen']","['maar enig idee', 'de foto de', 'stippen.']",8,15.0,1,"[0.0, 0.6666666666666666, 0.6]",0.42,volkskrant
,seq97-0,xl,"Volkskrant Ochtend: Elektriciteitsnetwerk kan stroom uit lokale groene projecten niet aan | Waarom het gemeentebordeel in Amsterdam mislukte Redactie 11 januari 2019, 7:34 Het pand van My Red Light op de Oudezijds Achterburgwal, naast de Boomsteeg.  Beeld Guus Dubbelman / de Volkskrant Elektriciteitsnetwerk kan stroom uit lokale groene projecten niet aan Lokale groene energieprojecten kunnen niet doorgaan doordat zij hun stroom niet kwijt kunnen","Volkskrant Ochtend: Elektriciteitsnetwerk kan stroom uit lokale groene projecten niet aan | Waarom het gemeentebordeel in Amsterdam mislukte Redactie 11 januari 2019, 7:34 Het pand van My Red Light op de Oudezijds Achterburgwal, <extra_id_0> Beeld Guus Dubbelman / de Volkskrant Elektriciteitsnetwerk kan stroom uit lokale groene projecten niet <extra_id_1> energieprojecten kunnen niet <extra_id_2> stroom niet kwijt kunnen","Volkskrant Ochtend: Elektriciteitsnetwerk kan stroom uit lokale groene projecten niet aan | Waarom het gemeentebordeel in Amsterdam mislukte Redactie 11 januari 2019, 7:34 Het pand van My Red Light op de Oudezijds Achterburgwal, Amsterdam. Beeld Guus Dubbelman / de Volkskrant Elektriciteitsnetwerk kan stroom uit lokale groene projecten niet aan Lokale energieprojecten kunnen niet aan waardoor ze hun stroom niet kwijt kunnen","['naast de Boomsteeg.', 'aan Lokale groene', 'doorgaan doordat zij hun']","['Amsterdam.', 'aan Lokale', 'aan waardoor ze hun']",10,15.0,1,"[0.7368421052631579, 0.4117647058823529, 0.5]",0.55,volkskrant
,seq98-0,xl,"Sheila Sitalsing 21 juni 2018, 23:16 Wanneer ze in Brussel zijn, voor een samenzijn met hun Europese collegas, lopen Nederlandse politici graag al vingertjezwaaiend de oud-calvinistische wijsheid te debiteren dat je het dak moet repareren wanneer de zon schijnt.  Dat je dijken moet aanleggen wanneer het water laag is","Sheila Sitalsing 21 juni 2018, 23:16 Wanneer ze in Brussel zijn, voor <extra_id_0> Europese collegas, lopen Nederlandse politici graag al vingertjezwaaiend de oud-calvinistische wijsheid te debiteren dat je het dak moet repareren wanneer de zon schijnt. Dat je dijken moet aanleggen <extra_id_1> laag is","Sheila Sitalsing 21 juni 2018, 23:16 Wanneer ze in Brussel zijn, voor het gezelschap van Europese collegas, lopen Nederlandse politici graag al vingertjezwaaiend de oud-calvinistische wijsheid te debiteren dat je het dak moet repareren wanneer de zon schijnt. Dat je dijken moet aanleggen wanneer de waterstand te laag is","['een samenzijn met hun', 'wanneer het water']","['het gezelschap van', 'wanneer de waterstand te']",7,15.0,1,"[0.7142857142857143, 0.4166666666666667]",0.57,volkskrant
,seq99-0,xl,"Wagonlading problemen bij invoering Fyra De Nederlands-Belgische hogesnelheidstrein V250 Albatros, beter bekend als Fyra, is het resultaat van een jarenlang traject van plannen, investeren en vooral uitstellen.  Een chronologisch overzicht","Wagonlading problemen bij invoering Fyra De Nederlands-Belgische hogesnelheidstrein V250 Albatros, <extra_id_0> is het resultaat van een jarenlang traject van plannen, investeren en vooral uitstellen. Een chronologisch overzicht","Wagonlading problemen bij invoering Fyra De Nederlands-Belgische hogesnelheidstrein V250 Albatros, de Fyra, is het resultaat van een jarenlang traject van plannen, investeren en vooral uitstellen. Een chronologisch overzicht","['beter bekend als Fyra,']","['de Fyra,']",4,15.0,1,[0.6818181818181818],0.68,volkskrant
,seq100-0,xl,"Deze pil kost 1,50 om te maken, en toch kost hij 1000 euro Geweldig nieuws voor hepatitis-C-patinten: eindelijk is er een pil die hun leven kan redden.  Maar de fabrikant weet dat hij goud in handen heeft","Deze pil kost 1,50 om te maken, en toch <extra_id_0> euro Geweldig nieuws voor hepatitis-C-patinten: eindelijk is er een pil die hun leven kan redden. <extra_id_1> weet dat hij goud in handen heeft","Deze pil kost 1,50 om te maken, en toch kost de pil iedereen 1,50 euro Geweldig nieuws voor hepatitis-C-patinten: eindelijk is er een pil die hun leven kan redden. Wie de pil maakt, weet dat hij goud in handen heeft","['kost hij 1000', 'Maar de fabrikant']","['kost de pil iedereen 1,50', 'Wie de pil maakt,']",6,15.0,1,"[0.64, 0.7058823529411765]",0.67,volkskrant
,seq101-0,xl,"Obama: aanslagen Parijs 'ziekmakende' tegenslag in strijd tegen IS De aanslagen in Parijs zijn een 'verschrikkelijke en ziekmakende tegenslag' in de strijd tegen IS.  Dat zei de Amerikaanse president Obama maandag in Turkije, waar de G20-top plaatsvindt","Obama: aanslagen Parijs 'ziekmakende' tegenslag in strijd tegen IS <extra_id_0> Parijs zijn een 'verschrikkelijke en ziekmakende tegenslag' in de strijd tegen IS. Dat zei <extra_id_1> Obama maandag in Turkije, waar de G20-top plaatsvindt","Obama: aanslagen Parijs 'ziekmakende' tegenslag in strijd tegen IS De aanslagen in Parijs zijn een 'verschrikkelijke en ziekmakende tegenslag' in de strijd tegen IS. Dat zei de Amerikaanse president Barack Obama maandag in Turkije, waar de G20-top plaatsvindt","['De aanslagen in', 'de Amerikaanse president']","['De aanslagen in', 'de Amerikaanse president Barack']",6,15.0,1,"[0.0, 0.22580645161290322]",0.11,volkskrant
,seq102-0,xl,Het verhaal van de zon die weer op de terugtocht gaat De mythologiserende mens (1).  Vandaag is de langste dag van het jaar,Het verhaal van de zon die <extra_id_0> terugtocht gaat De mythologiserende mens (1). Vandaag is de langste dag van het jaar,Het verhaal van de zon die op terugtocht gaat De mythologiserende mens (1). Vandaag is de langste dag van het jaar,['weer op de'],['op'],3,15.0,1,[0.8],0.8,volkskrant
,seq103-0,xl,"Met verhalen wil ik de wereld in beweging zetten Theatraal verteller Wijnand Stomp struint al twintig jaar Suriname, de Antillen en Afrika af naar verhalen en geeft ze vervolgens een universele lading mee. ","Met verhalen wil ik de wereld in <extra_id_0> verteller Wijnand Stomp struint al twintig jaar Suriname, de Antillen <extra_id_1> af naar verhalen en geeft ze vervolgens een universele lading mee.","Met verhalen wil ik de wereld in De verteller Wijnand Stomp struint al twintig jaar Suriname, de Antillen en Nederland af naar verhalen en geeft ze vervolgens een universele lading mee.","['beweging zetten Theatraal', 'en Afrika']","['De', 'en Nederland']",5,15.0,1,"[0.96, 0.6666666666666666]",0.81,volkskrant
,seq104-0,xl,"Nieuws Algerije Opnieuw protesten in Algerije tegen herverkiezing president Bouteflika Tienduizenden Algerijnen hebben zondag opnieuw gedemonstreerd tegen een vijfde ambtstermijn voor de huidige president Abdelaziz Bouteflika.  In Algiers verzamelden zich honderden studenten op een campus niet ver van de Constitutionele Raad, waar kandidaten voor de presidentsverkiezingen zich zondag voor het laatst konden inschrijven","Nieuws Algerije Opnieuw protesten in Algerije tegen herverkiezing president Bouteflika Tienduizenden Algerijnen hebben zondag opnieuw gedemonstreerd tegen een vijfde <extra_id_0> huidige president Abdelaziz Bouteflika. In Algiers verzamelden zich honderden studenten op een campus niet ver van de Constitutionele Raad, waar kandidaten voor <extra_id_1> zich zondag <extra_id_2> konden inschrijven","Nieuws Algerije Opnieuw protesten in Algerije tegen herverkiezing president Bouteflika Tienduizenden Algerijnen hebben zondag opnieuw gedemonstreerd tegen een vijfde herverkiezing van de huidige president Abdelaziz Bouteflika. In Algiers verzamelden zich honderden studenten op een campus niet ver van de Constitutionele Raad, waar kandidaten voor de presidentsverkiezingen zich zondag voor de eerste keer konden inschrijven","['ambtstermijn voor de', 'de presidentsverkiezingen', 'voor het laatst']","['herverkiezing van de', 'de presidentsverkiezingen', 'voor de eerste keer']",8,15.0,1,"[0.7, 0.0, 0.631578947368421]",0.44,volkskrant
,seq105-0,xl,"Referendumwet zet ons op spoor naar bananenrepubliek Het kabinet heeft gisteren nog geen besluit genomen over het indienen van een 'intrekkingswet', een wet die een eerder met grote meerderheid in de Kamer aangenomen 'goedkeuringswet' betreffende de ratificatie van het associatieverdrag met Oekrane - weer intrekt.  Premier Rutte heeft het zoeken naar een 'geitenpaadje' nog niet opgegeven en intussen zoekt minister van Buitenlandse Zaken Koenders naar een 'muizengaatje'",Referendumwet zet ons op spoor naar bananenrepubliek Het kabinet <extra_id_0> besluit genomen over het indienen <extra_id_1> een wet die een eerder met grote meerderheid in de Kamer aangenomen 'goedkeuringswet' betreffende de ratificatie van het associatieverdrag met <extra_id_2> intrekt. Premier Rutte heeft het zoeken naar een 'geitenpaadje' nog niet opgegeven en intussen zoekt minister van Buitenlandse Zaken Koenders naar een 'muizengaatje',Referendumwet zet ons op spoor naar bananenrepubliek Het kabinet heeft een besluit genomen over het indienen van een wet die een eerder met grote meerderheid in de Kamer aangenomen 'goedkeuringswet' betreffende de ratificatie van het associatieverdrag met de EU intrekt. Premier Rutte heeft het zoeken naar een 'geitenpaadje' nog niet opgegeven en intussen zoekt minister van Buitenlandse Zaken Koenders naar een 'muizengaatje',"['heeft gisteren nog geen', '""van een \'intrekkingswet\',""', 'Oekrane - weer']","['heeft een', 'van', 'de EU']",10,15.0,1,"[0.6086956521739131, 0.8888888888888888, 0.8571428571428571]",0.78,volkskrant
,seq106-0,xl,"De Inuit kennen vele verschillende woorden voor sneeuw - Klopt dit wel.  Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet","De <extra_id_0> verschillende woorden voor sneeuw - Klopt dit wel. Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet","De Duitse taal kent verschillende woorden voor sneeuw - Klopt dit wel. Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet",['Inuit kennen vele'],['Duitse taal kent'],3,15.0,1,[0.7058823529411765],0.71,volkskrant
,seq107-0,xl,"Digitale lekkage bij Hippocrates Het beroepsgeheim van de arts waarborgt de privacy van de patint.  Maar hoe zit dat, nu de dokter steeds meer wordt ingesponnen in elektronische netwerken","Digitale lekkage bij Hippocrates Het beroepsgeheim van de arts waarborgt de privacy <extra_id_0> hoe zit dat, nu de dokter steeds meer wordt ingesponnen in elektronische netwerken","Digitale lekkage bij Hippocrates Het beroepsgeheim van de arts waarborgt de privacy van zijn patiënten. Maar hoe zit dat, nu de dokter steeds meer wordt ingesponnen in elektronische netwerken",['van de patint. Maar'],['van zijn patiënten. Maar'],4,15.0,1,[0.2916666666666667],0.29,volkskrant
,seq108-0,xl,"Redactie 27 april 2019, 6:19 Sri Lankaanse veiligheidstroepen beveiligen een huis op 21 april 2019.  Beeld AP Veiligheidstroepen wilden vrijdagavond in Sammanthurai, in het oosten van Sri Lanka, een onderduikadres van islamitische strijders bestormen","Redactie 27 april 2019, 6:19 Sri Lankaanse veiligheidstroepen beveiligen een huis op 21 <extra_id_0> AP Veiligheidstroepen wilden vrijdagavond in Sammanthurai, in het oosten van Sri Lanka, een onderduikadres van islamitische <extra_id_1>","Redactie 27 april 2019, 6:19 Sri Lankaanse veiligheidstroepen beveiligen een huis op 21 april 2019. Beeld AP Veiligheidstroepen wilden vrijdagavond in Sammanthurai, in het oosten van Sri Lanka, een onderduikadres van islamitische militanten...","['april 2019. Beeld', 'strijders bestormen']","['april 2019. Beeld', 'militanten...']",5,15.0,1,"[0.0, 0.8947368421052632]",0.45,volkskrant
